
##### time= 6e-09 
0.5		5.02324E+10
1.5		3.76947E+10
2.5		2.72208E+10
3.5		1.98613E+10
4.5		1.49217E+10
5.5		1.15215E+10
6.5		9.08673E+09
7.5		7.1748E+09
8.5		5.77224E+09
9.5		4.63649E+09
10.5		3.79231E+09
11.5		3.10001E+09
12.5		2.5341E+09
13.5		2.10222E+09
14.5		1.75864E+09
15.5		1.47273E+09
16.5		1.23111E+09
17.5		1.03418E+09
18.5		8.59381E+08
19.5		7.26415E+08
20.5		6.18167E+08
21.5		5.07684E+08
22.5		4.18362E+08
23.5		3.57761E+08
24.5		2.91006E+08
25.5		2.33839E+08
26.5		2.00332E+08
27.5		1.66622E+08
28.5		1.31722E+08
29.5		1.10966E+08
30.5		9.30174E+07
31.5		7.98194E+07
32.5		6.63542E+07
33.5		5.46581E+07
34.5		4.55721E+07
35.5		4.02452E+07
36.5		3.07592E+07
37.5		2.49782E+07
38.5		2.11654E+07
39.5		2.00368E+07
40.5		1.47032E+07
41.5		1.20305E+07
42.5		8.97054E+06
43.5		1.01724E+07
44.5		7.20744E+06
45.5		5.71832E+06
46.5		4.52066E+06
47.5		3.30334E+06
48.5		3.27799E+06
49.5		2.64474E+06
50.5		2.59944E+06
51.5		2.36182E+06
52.5		1.413E+06
53.5		1.64448E+06
54.5		1.11959E+06
55.5		620556
56.5		624761
57.5		585208
58.5		600761
59.5		693698
60.5		375043
61.5		380582
62.5		579441
63.5		369251
64.5		159918
65.5		193765
66.5		40666.1
67.5		31470.1
68.5		0
69.5		0
70.5		0
71.5		0
72.5		0
73.5		0
74.5		0
75.5		0
76.5		0
77.5		0
78.5		0
79.5		0
80.5		0
81.5		0
82.5		0
83.5		0
84.5		0
85.5		0
86.5		0
87.5		0
88.5		0
89.5		0
90.5		0
91.5		0
92.5		0
93.5		0
94.5		0
95.5		0
96.5		0
97.5		0
98.5		0
99.5		0
100.5		0
101.5		0
102.5		0
103.5		0
104.5		0
105.5		0
106.5		0
107.5		0
108.5		0
109.5		0
110.5		0
111.5		0
112.5		0
113.5		0
114.5		0
115.5		0
116.5		0
117.5		0
118.5		0
119.5		0
120.5		0
121.5		0
122.5		0
123.5		0
124.5		0
125.5		0
126.5		0
127.5		0
128.5		0
129.5		0
130.5		0
131.5		0
132.5		0
133.5		0
134.5		0
135.5		0
136.5		0
137.5		0
138.5		0
139.5		0
140.5		0
141.5		0
142.5		0
143.5		0
144.5		0
145.5		0
146.5		0
147.5		0
148.5		0
149.5		0
150.5		0
151.5		0
152.5		0
153.5		0
154.5		0
155.5		0
156.5		0
157.5		0
158.5		0
159.5		0
160.5		0
161.5		0
162.5		0
163.5		0
164.5		0
165.5		0
166.5		0
167.5		0
168.5		0
169.5		0
170.5		0
171.5		0
172.5		0
173.5		0
174.5		0
175.5		0
176.5		0
177.5		0
178.5		0
179.5		0
180.5		0
181.5		0
182.5		0
183.5		0
184.5		0
185.5		0
186.5		0
187.5		0
188.5		0
189.5		0
190.5		0
191.5		0
192.5		0
193.5		0
194.5		0
195.5		0
196.5		0
197.5		0
198.5		0
199.5		0
